session,prolific_id,group_id,id_in_session,round_number,contribution,choice,rt,condition,order_idx,msg_clean,msg_json,msg_html
nwp0ro3k,632b0d2e1276c0a0545e8465,UuXJiBt6,5,2,4,wwf,174818,2,0,"number=1,sender=me,msg=I want to give to wwf;number=2,sender=other,msg=I want to give to wwf;number=3,sender=me,msg=Ok!;number=4,sender=other,msg=I want to give 4 pounds;number=5,sender=me,msg=Ok!;number=6,sender=me,msg=I will validate;number=7,sender=other,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""other"",""msg"":""I want to give to wwf""},{""number"":3,""sender"":""me"",""msg"":""Ok!""},{""number"":4,""sender"":""other"",""msg"":""I want to give 4 pounds""},{""number"":5,""sender"":""me"",""msg"":""Ok!""},{""number"":6,""sender"":""me"",""msg"":""I will validate""},{""number"":7,""sender"":""other"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""801635283647"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""927139087040"">Participant 2</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""372841488293"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1039780245397"">Participant 2</span><span class=""otree-chat__body"">I want to give 4 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1114282772469"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""272603836207"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""508267602659"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div>"
nwp0ro3k,6053cb3b322afff5f6ec4cd1,UuXJiBt6,6,2,4,wwf,182518,2,0,"number=1,sender=other,msg=I want to give to wwf;number=2,sender=me,msg=I want to give to wwf;number=3,sender=other,msg=Ok!;number=4,sender=me,msg=I want to give 4 pounds;number=5,sender=other,msg=Ok!;number=6,sender=other,msg=I will validate;number=7,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""me"",""msg"":""I want to give to wwf""},{""number"":3,""sender"":""other"",""msg"":""Ok!""},{""number"":4,""sender"":""me"",""msg"":""I want to give 4 pounds""},{""number"":5,""sender"":""other"",""msg"":""Ok!""},{""number"":6,""sender"":""other"",""msg"":""I will validate""},{""number"":7,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""285002126965"">Participant 1</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""906224459075"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1848867698"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1598542077216"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give 4 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1063381098261"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1278370986949"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""732110824834"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
nwp0ro3k,5b5b9fdfe36fe200014d239a,KwHesjTU,1,3,8,unicef,44898,1,5,"number=1,sender=other,msg=I want to give to unicef;number=2,sender=other,msg=I want to give 8 pounds;number=3,sender=me,msg=I want to give to unicef;number=4,sender=other,msg=Ok!;number=5,sender=me,msg=I want to give 8 pounds;number=6,sender=other,msg=I will validate;number=7,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to unicef""},{""number"":2,""sender"":""other"",""msg"":""I want to give 8 pounds""},{""number"":3,""sender"":""me"",""msg"":""I want to give to unicef""},{""number"":4,""sender"":""other"",""msg"":""Ok!""},{""number"":5,""sender"":""me"",""msg"":""I want to give 8 pounds""},{""number"":6,""sender"":""other"",""msg"":""I will validate""},{""number"":7,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1284772255185"">Participant 2</span><span class=""otree-chat__body"">I want to give to unicef</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""414128850756"">Participant 2</span><span class=""otree-chat__body"">I want to give 8 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1128479054562"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to unicef</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""622992363474"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""822701653023"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give 8 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""120806679440"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""30561551694"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
nwp0ro3k,611ebda5c41d4ebe65ef0995,KwHesjTU,2,3,8,unicef,41858,1,5,"number=1,sender=me,msg=I want to give to unicef;number=2,sender=me,msg=I want to give 8 pounds;number=3,sender=other,msg=I want to give to unicef;number=4,sender=me,msg=Ok!;number=5,sender=other,msg=I want to give 8 pounds;number=6,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to unicef""},{""number"":2,""sender"":""me"",""msg"":""I want to give 8 pounds""},{""number"":3,""sender"":""other"",""msg"":""I want to give to unicef""},{""number"":4,""sender"":""me"",""msg"":""Ok!""},{""number"":5,""sender"":""other"",""msg"":""I want to give 8 pounds""},{""number"":6,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""476035179389"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to unicef</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1086117500596"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give 8 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""73916331047"">Participant 1</span><span class=""otree-chat__body"">I want to give to unicef</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""970159127807"">Participant 2 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""40484608983"">Participant 1</span><span class=""otree-chat__body"">I want to give 8 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""638191016531"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
nwp0ro3k,63bc6a2384a7a5ae4165eede,hAzBcY55,3,3,-1,,-1,-1,2,,,
nwp0ro3k,13gE0T7312y0l5zL5969nOSZ,hAzBcY55,4,3,-1,,-1,-1,2,,,
nwp0ro3k,632b0d2e1276c0a0545e8465,UuXJiBt6,5,3,5,wwf,41403,3,0,"number=1,sender=other,msg=I want to give to wwf;number=2,sender=me,msg=Ok!;number=3,sender=other,msg=I want to give 5 pounds;number=4,sender=me,msg=Ok!;number=5,sender=other,msg=I will validate;number=6,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""me"",""msg"":""Ok!""},{""number"":3,""sender"":""other"",""msg"":""I want to give 5 pounds""},{""number"":4,""sender"":""me"",""msg"":""Ok!""},{""number"":5,""sender"":""other"",""msg"":""I will validate""},{""number"":6,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""33590471542"">Participant 2</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1241600459505"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1138500224522"">Participant 2</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""714075664374"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1587673476429"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""326617272669"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
nwp0ro3k,6053cb3b322afff5f6ec4cd1,UuXJiBt6,6,3,5,wwf,44580,3,0,"number=1,sender=me,msg=I want to give to wwf;number=2,sender=other,msg=Ok!;number=3,sender=me,msg=I want to give 5 pounds;number=4,sender=other,msg=Ok!;number=5,sender=me,msg=I will validate;number=6,sender=other,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""other"",""msg"":""Ok!""},{""number"":3,""sender"":""me"",""msg"":""I want to give 5 pounds""},{""number"":4,""sender"":""other"",""msg"":""Ok!""},{""number"":5,""sender"":""me"",""msg"":""I will validate""},{""number"":6,""sender"":""other"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1061337955244"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""698915512144"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""700810507350"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""396565362306"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""854062285355"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1088527674053"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div>"
40cttbyc,,cVRSrYZq,1,1,-1,,-1,-1,3,,,
40cttbyc,,cVRSrYZq,2,1,-1,,-1,-1,3,,,
40cttbyc,,cVRSrYZq,1,2,-1,,-1,-1,3,,,
40cttbyc,,cVRSrYZq,2,2,-1,,-1,-1,3,,,
40cttbyc,,cVRSrYZq,1,3,-1,,-1,-1,3,,,
40cttbyc,,cVRSrYZq,2,3,-1,,-1,-1,3,,,
iza0jk1b,,iPCNj6Ua,1,1,2,unicef,15122,1,1,"number=1,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""379503405258"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
iza0jk1b,,iPCNj6Ua,2,1,2,save the children,19432,1,1,"number=1,sender=other,msg=I will validate;number=2,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I will validate""},{""number"":2,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""727463912837"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""505418177029"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
iza0jk1b,,iPCNj6Ua,1,2,-1,,-1,3,1,,,
iza0jk1b,,iPCNj6Ua,2,2,-1,,-1,3,1,,,
iza0jk1b,,iPCNj6Ua,1,3,-1,,-1,-1,1,,,
iza0jk1b,,iPCNj6Ua,2,3,-1,,-1,-1,1,,,
